X,Retailer.Id,Retailer.Name,Complete.Address.x,City,State.x,Zip,Zip.4,Status.Description,Acivation.Date,Total.sales,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,calctotal,MatchedAddress,County,Tract,Block,Long,Lat,calctotal2
1917,102386,WHISKEY LOUNGE,1044 GODFREY AVE SW,GRAND RAPIDS,MI,49503,NA,Terminated,1/21/11,69999,NA,NA,NA,NA,NA,NA,NA,NA,69999,NA,NA,NA,NA,NA,69999,"1044 Godfrey Ave SW, GRAND RAPIDS, MI, 49503",81,2600,2052,-85.68415,42.94443,69.999
1918,102387,J&M DISCOUNT BEVERAGE INC,235 HALL SE,GRAND RAPIDS,MI,49507,NA,Active,1/21/11,648921,NA,NA,NA,NA,NA,NA,NA,NA,73089,108460.5,129346,122798.5,127246,87981,648921,"235 Hall St SE, GRAND RAPIDS, MI, 49507",81,3100,3008,-85.662346,42.941383,648.921
1944,102415,CIRCLE K 6305,777 44TH ST SE,KENTWOOD,MI,49548,7527,Terminated,1/24/11,280106.5,NA,NA,NA,NA,NA,NA,NA,NA,86078,155410,38618.5,NA,NA,NA,280106.5,"777 44th St SE, KENTWOOD, MI, 49548",81,12901,1001,-85.64648,42.88383,280.1065
1980,102450,RIORDANS PARTY STORE,1701 MADISON AVE SE,GRAND RAPIDS,MI,49507,2517,Active,4/9/11,1370102,NA,NA,NA,NA,NA,NA,NA,NA,156487,215031.5,255399,293012,275762,174410.5,1370102,"1701 Madison Ave SE, GRAND RAPIDS, MI, 49507",81,3700,1012,-85.65836,42.932713,1370.102
2014,102497,RICHARDS TAKE OUT INC,1136 BURTON ST SE,GRAND RAPIDS,MI,49507,3326,Active,3/7/11,1386424,NA,NA,NA,NA,NA,NA,NA,NA,113301.5,214459,271856,283527,307589,195691.5,1386424,"1136 Burton St SE, GRAND RAPIDS, MI, 49507",81,4200,1004,-85.63952,42.9272,1386.424
2031,102518,CVS PHARMACY 05610,3590 PLAINFIELD AVE,GRAND RAPIDS,MI,49525,2719,Active,2/15/11,351024.5,NA,NA,NA,NA,NA,NA,NA,NA,13900,28516,61245.5,94383,80819,72161,351024.5,"3590 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11801,1002,-85.63136,43.02841,351.0245
2078,102567,THUNDER BAY,632 PLYMOUTH NE,GRAND RAPIDS,MI,49505,6032,Terminated,3/8/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"632 Plymouth Ave NE, GRAND RAPIDS, MI, 49505",81,2300,1005,-85.62514,42.974556,0
2087,102578,TONY & AJAY LLC,526 STOCKING AVE NW,GRAND RAPIDS,MI,49504,5504,Terminated,8/6/11,626209.5,NA,NA,NA,NA,NA,NA,NA,NA,80070,288432,107874.5,117201,32296,336,626209.5,"526 Stocking Ave NW, GRAND RAPIDS, MI, 49504",81,1900,1011,-85.6854,42.97242,626.2095
2103,102594,PANCHOS LLC,1900 CLYDE PARK AVE SE,WYOMING,MI,49509,1585,Terminated,5/4/11,11725,NA,NA,NA,NA,NA,NA,NA,NA,11725,NA,NA,NA,NA,NA,11725,"1900 Clyde Park Ave SW, WYOMING, MI, 49509",81,3900,2013,-85.68635,42.930138,11.725
2104,102595,THUNDER MOUNTAIN,5000 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,1051,Terminated,3/10/11,358585.5,NA,NA,NA,NA,NA,NA,NA,NA,93370.5,116057.5,118490.5,30667,NA,NA,358585.5,"5000 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11301,3002,-85.598885,43.05088,358.5855
2116,102608,CANTINA MEXICAN GRILL,2770 E PARIS SE,KENTWOOD,MI,49546,6139,Active,3/30/11,307255,NA,NA,NA,NA,NA,NA,NA,NA,66486,66961.5,48164,44563.5,44577,36503,307255,"2770 E Paris Ave SE, KENTWOOD, MI, 49546",81,12606,3014,-85.568665,42.913113,307.255
2122,102614,EAST PARIS DISCOUNT LIQUOR,2871 E PARIS SE,KENTWOOD,MI,49512,1945,Active,6/1/11,3607348,NA,NA,NA,NA,NA,NA,NA,NA,155105,387088,739244,811320.5,843732.5,670858,3607348,"2871 E Paris Ave SE, KENTWOOD, MI, 49512",81,12608,1006,-85.56861,42.91148,3607.348
2160,102661,WILSON PARTY STORE,2939 WILSON AVE SW,GRANDVILLE,MI,49418,1239,Terminated,4/8/11,302806.5,NA,NA,NA,NA,NA,NA,NA,NA,22758.5,43223.5,73552.5,75251.5,59773.5,28247,302806.5,"2939 Wilson Ave SW, GRANDVILLE, MI, 49418",81,13000,3056,-85.76316,42.910362,302.8065
2184,102690,GRACEWIL COUNTRY CLUB INC,2597 4 MILE RD NW,GRAND RAPIDS,MI,49544,9430,Terminated,4/25/11,18733,NA,NA,NA,NA,NA,NA,NA,NA,8096,10637,NA,NA,NA,NA,18733,"2597 4 Mile Rd NW, GRAND RAPIDS, MI, 49544",81,11403,2010,-85.733665,43.029972,18.733
2202,102712,OGIES PARTY STORE,435 N PARK ST NE,GRAND RAPIDS,MI,49525,2541,Terminated,4/22/11,850859,NA,NA,NA,NA,NA,NA,NA,NA,196897.5,252042.5,279488,122431,NA,NA,850859,"435 N Park St NE, GRAND RAPIDS, MI, 49525",81,100,2002,-85.66045,43.022438,850.859
2205,102715,TWO J'S PARTY STORE,5374 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,1053,Active,5/28/11,698441,NA,NA,NA,NA,NA,NA,NA,NA,60700.5,103571,117818,154909,158189.5,103253,698441,"5374 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11301,1014,-85.58116,43.055157,698.441
2248,102760,SONS OF AMVETS POST 126,2929 MARSHALL AVE SE,GRAND RAPIDS,MI,49508,1301,Active,6/7/11,500156.5,NA,NA,NA,NA,NA,NA,NA,NA,94962.5,90763,79068.5,82899.5,87612,64851,500156.5,"2929 Marshall Ave SE, GRAND RAPIDS, MI, 49508",81,4600,1008,-85.64534,42.910664,500.1565
2276,102789,THE MUZE,925 4 MILE RD NW,GRAND RAPIDS,MI,49544,8208,Terminated,6/6/11,97639,NA,NA,NA,NA,NA,NA,NA,NA,30711.5,54296.5,12631,NA,NA,NA,97639,"925 4 Mile Rd NW, GRAND RAPIDS, MI, 49544",81,11403,2024,-85.69195,43.02913,97.639
2328,102854,CORNERSTONE BP,1169 E BELTLINE AVE NE,GRAND RAPIDS,MI,49525,5805,Active,6/8/11,754844,NA,NA,NA,NA,NA,NA,NA,NA,54277.5,111995,127327,148730,157130,155384.5,754844,"1169 E Beltline Ave NE, GRAND RAPIDS, MI, 49525",81,11803,2003,-85.590775,42.983727,754.844
2348,102876,BRANNS STEAKHOUSE,6450 100TH ST STE 80,CALEDONIA,MI,49316,7440,Active,8/17/11,1175974,NA,NA,NA,NA,NA,NA,NA,NA,59861,199499,216059,290349,233958,176248,1175974,"6450 100th St SE, CALEDONIA, MI, 49316",81,14807,3043,-85.50553,42.783054,1175.974
2366,102904,BYRON STATION AT HOTEL BYRON,2619 84TH ST,BYRON CENTER,MI,49315,5126,Terminated,7/26/11,377536,NA,NA,NA,NA,NA,NA,NA,NA,47930,53137,56193,98681,110481,11114,377536,"2619 84th St SW, BYRON CENTER, MI, 49315",81,14602,2020,-85.72761,42.812233,377.536
2392,102936,LAST CHANCE TAVERN,1132 BURTON SE,GRAND RAPIDS,MI,49507,3326,Terminated,8/17/11,118236.5,NA,NA,NA,NA,NA,NA,NA,NA,27344,84388,6504.5,NA,NA,NA,118236.5,"1132 Burton St SE, GRAND RAPIDS, MI, 49507",81,4200,1004,-85.63964,42.927204,118.2365
2393,102937,RUSSO'S PIZZA BAR & GRILLE,6209 S DIVISION,GRAND RAPIDS,MI,49548,6708,Active,8/24/11,436934.5,NA,NA,NA,NA,NA,NA,NA,NA,14753,61847,105127.5,106971,71982.5,76253.5,436934.5,"6209 S Division Ave, GRAND RAPIDS, MI, 49548",81,14701,2003,-85.66374,42.85139,436.9345
2409,102958,CAP & CORK,3924 W RIVER DRIVE,COMSTOCK PARK,MI,49321,8997,Active,7/22/11,342111,NA,NA,NA,NA,NA,NA,NA,NA,13566,57879,71105.5,84075.5,72666,42819,342111,"3924 W River Dr NE, COMSTOCK PARK, MI, 49321",81,11101,2031,-85.666214,43.03348,342.111
2411,102961,NORTH END LIQUOR,1585 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49505,4944,Active,10/4/11,734834,NA,NA,NA,NA,NA,NA,NA,NA,28911,133068.5,143027,152904.5,166844,110079,734834,"1585 Plainfield Ave NE, GRAND RAPIDS, MI, 49505",81,900,3008,-85.66247,42.991474,734.834
2426,102979,ALL AMER'CN CNTRY STR INC #2,11764 N DIVISION AVE,SPARTA,MI,49345,9572,Active,10/7/11,516224.5,NA,NA,NA,NA,NA,NA,NA,NA,20256.5,108066,92587.5,96556.5,111236,87522,516224.5,"11764 N Division Ave, SPARTA, MI, 49345",81,10600,2039,-85.67094,43.177315,516.2245
2461,103018,SPECTRUM LANES,5656 CLYDE PARK AVE SW,WYOMING,MI,49509,0,Active,9/23/11,3969470.5,NA,NA,NA,NA,NA,NA,NA,NA,153478.5,584905.5,884936,955726.5,846316.5,544107.5,3969470.5,"5656 Clyde Park Ave SW, WYOMING, MI, 49509",81,14502,3022,-85.68371,42.861324,3969.4705
2471,103029,GRAND RAPIDS GAS INC #12,3214 28TH ST SE,KENTWOOD,MI,49512,1631,Terminated,9/13/11,743254.5,NA,NA,NA,NA,NA,NA,NA,NA,36532.5,169397.5,147934.5,223769.5,165620.5,NA,743254.5,"3214 28th St SE, KENTWOOD, MI, 49512",81,12608,1008,-85.58798,42.912487,743.2545
2508,103071,FAMILY FR QK STP #718,2260 GEZON PARKWAY SW,WYOMING,MI,49519,NA,Active,8/23/11,1032733,NA,NA,NA,NA,NA,NA,NA,NA,20920,122386,190125.5,242787.5,235408.5,221105.5,1032733,"2260 Gezon Pkwy SW, WYOMING, MI, 49519",81,14502,4011,-85.71662,42.86076,1032.733
2546,103113,QUALITY CAR WASH,2667 28TH SW,WYOMING,MI,49519,2107,Active,10/25/11,488386,NA,NA,NA,NA,NA,NA,NA,NA,6219,70952.5,90768.5,99269,124386,96791,488386,"2667 28th St SW, WYOMING, MI, 49519",81,13400,3007,-85.73111,42.913845,488.386
2547,103114,QUALITY CAR WASH,6400 S DIVISION AVE,GRAND RAPIDS,MI,49548,7840,Terminated,10/25/11,613402.5,NA,NA,NA,NA,NA,NA,NA,NA,12283,165942,195649,212654.5,26874,NA,613402.5,"6400 S Division Ave, GRAND RAPIDS, MI, 49548",81,14703,2024,-85.66369,42.847187,613.4025
2583,103155,LEXA'S GROCERY,1603 DIAMOND AVE NE,GRAND RAPIDS,MI,49505,4810,Cancelled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1603 Diamond Ave NE, GRAND RAPIDS, MI, 49505",81,1000,1011,-85.64484,42.991856,0
2595,103170,GRAND RAPIDS GAS INC #18,1133 LEONARD ST NE,GRAND RAPIDS,MI,49503,1233,Terminated,10/27/11,389658,NA,NA,NA,NA,NA,NA,NA,NA,2285,73050.5,97648.5,201783,14891,NA,389658,"1133 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1000,2006,-85.640594,42.984444,389.658
2611,103189,HUB'S INN,1645 LEONARD NW,GRAND RAPIDS,MI,49504,3969,Terminated,10/4/11,202265,NA,NA,NA,NA,NA,NA,NA,NA,3939,116419,81907,NA,NA,NA,202265,"1645 Leonard St NW, GRAND RAPIDS, MI, 49504",81,600,1026,-85.70912,42.985966,202.265
2638,103229,FAMILY TAVERN,114 E MAIN ST,CALEDONIA,MI,49316,9169,Active,1/4/12,583475.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150567,123888,100040,116069.5,92911,583475.5,"114 E Main St SE, CALEDONIA, MI, 49316",81,14807,3034,-85.51582,42.789223,583.4755
2735,103351,UCCELLO'S RISTORANTE,3940 RIVERTOWN PARKWAY SW,GRANDVILLE,MI,49418,3072,Active,12/1/11,1966811,NA,NA,NA,NA,NA,NA,NA,NA,9737,331443,426259.5,464952.5,440357,294062,1966811,"3940 Rivertown Pkwy, GRANDVILLE, MI, 49418",81,13200,4018,-85.76138,42.882233,1966.811
2751,103371,LIABATION STATION,3700 COIT AVE NE,GRAND RAPIDS,MI,49525,NA,Terminated,12/1/11,158976,NA,NA,NA,NA,NA,NA,NA,NA,1074,75341,82561,NA,NA,NA,158976,"3700 Coit Ave NE, GRAND RAPIDS, MI, 49525",81,11200,3018,-85.65165,43.030735,158.976
2753,103374,BYRON ONE STOP,8391 BYRON CENTER AVE SW,BYRON CENTER,MI,49315,9486,Active,3/1/12,801797,NA,NA,NA,NA,NA,NA,NA,NA,NA,126506,154298.5,194180,195391.5,131421,801797,"8391 Byron Center Ave SW, BYRON CENTER, MI, 49315",81,14602,1026,-85.723,42.812366,801.797
2768,103390,GRAND RAPIDS-SPARTA MOOSE #50,11510 N DIVISION AVE,SPARTA,MI,49345,8420,Active,12/21/11,725201.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,130648,145950,154736,174692.5,119175,725201.5,"11510 N Division Ave, SPARTA, MI, 49345",81,10600,2031,-85.67084,43.17325,725.2015
2853,103490,THE PUBB FOOD & SPIRITS,1568 BROADWAY AVE NW,GRAND RAPIDS,MI,49504,3213,Active,2/9/12,672623.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,86730.5,117554.5,150490.5,151824,166024,672623.5,"1568 Broadway Ave NW, GRAND RAPIDS, MI, 49504",81,800,1025,-85.67893,42.991425,672.6235
2912,103559,ANAZEH SANDS,3520 EAST MALL DRIVE,GRAND RAPIDS,MI,49546,5902,Active,2/7/12,214904.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26515,56554.5,41101.5,42311.5,48422,214904.5,"3520 E Mall Dr SE, GRAND RAPIDS, MI, 49546",81,12606,4017,-85.58214,42.916386,214.9045
2926,103573,MARATHON C-STORE 1,1405 BURTON ST SE,GRAND RAPIDS,MI,49507,3744,Active,2/14/12,1489423,NA,NA,NA,NA,NA,NA,NA,NA,NA,163587,293198,382954,379555,270129,1489423,"1405 Burton St SE, GRAND RAPIDS, MI, 49507",81,3500,2023,-85.63308,42.92716,1489.423
2950,103603,ADMIRAL PETROLEUM #284,3600 CLYDE PARK AVE SW,WYOMING,MI,49509,4024,Active,2/17/12,1158164.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,167575,224124,270725,284830,210910.5,1158164.5,"3600 Clyde Park Ave SW, WYOMING, MI, 49509",81,14000,4003,-85.68499,42.89869,1158.1645
2983,103642,RIO GRAND STEAKHOUSE,5501 NORTHLAND DR NE,GRAND RAPIDS,MI,49525,1033,Active,3/2/12,534308,NA,NA,NA,NA,NA,NA,NA,NA,NA,89295,100774,138668,123601,81970,534308,"5501 Northland Dr NE, GRAND RAPIDS, MI, 49525",81,11301,1001,-85.57992,43.062767,534.308
2992,103651,THE BERE STORE,259 FRANKLIN ST SE,GRAND RAPIDS,MI,49507,1172,Active,3/16/12,2130189,NA,NA,NA,NA,NA,NA,NA,NA,NA,256529.5,405861.5,525775.5,520737.5,421285,2130189,"259 Franklin St SE, GRAND RAPIDS, MI, 49507",81,2900,2006,-85.66228,42.948635,2130.189
3051,103724,DW CASSARD AMERICAN LEGION#208,133 - 44TH STREET SE,KENTWOOD,MI,49548,NA,Active,4/10/12,662418,NA,NA,NA,NA,NA,NA,NA,NA,NA,82427,137193,149307.5,168349.5,125141,662418,"133 44th St SE, KENTWOOD, MI, 49548",81,12901,1012,-85.66188,42.883984,662.418
3129,103809,NEW ROOSEVELT LLC,1447 GRANDVILLE AVE,GRAND RAPIDS,MI,49503,1186,Terminated,4/20/12,116433,NA,NA,NA,NA,NA,NA,NA,NA,NA,68409,48024,NA,NA,NA,116433,"1447 Grandville Ave SW, GRAND RAPIDS, MI, 49503",81,3900,1005,-85.68523,42.937084,116.433
3149,103830,G R DOWNTOWN MARKET,363 STATE ST SE,GRAND RAPIDS,MI,49503,4326,Active,4/19/12,646809.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,103119.5,163085,154664,124380,101561,646809.5,"363 State St SE, GRAND RAPIDS, MI, 49503",81,2100,2010,-85.65985,42.959736,646.8095
3152,103833,POLISH NATIONAL AID SOCIETY,921 JACKSON ST NW,GRAND RAPIDS,MI,49504,5639,Terminated,5/7/12,23072,NA,NA,NA,NA,NA,NA,NA,NA,NA,7424,15648,NA,NA,NA,23072,"921 Jackson St NW, GRAND RAPIDS, MI, 49504",81,1900,5009,-85.69068,42.968132,23.072
3200,103881,POINT TAVERN,1720 HAMILTON AVE NW,GRAND RAPIDS,MI,49504,2042,Active,5/4/12,262481.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25253,58608.5,64121.5,62548.5,51950,262481.5,"1720 Hamilton Ave NW, GRAND RAPIDS, MI, 49504",81,800,1021,-85.68092,42.995033,262.4815
3218,103901,DUTTON MARATHON,3495 68TH ST SE,CALEDONIA,MI,49316,9117,Active,5/17/12,1115201.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,97319.5,192667.5,300647.5,266100.5,258466.5,1115201.5,"3495 68th St SE, CALEDONIA, MI, 49316",81,14804,3016,-85.579254,42.841118,1115.2015
3276,103968,BELKNAP MARKET,649 CLANCY AVE NE,GRAND RAPIDS,MI,49503,1534,Active,6/8/12,520933.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26664,102089,139667,143285.5,109228,520933.5,"649 Clancy Ave NE, GRAND RAPIDS, MI, 49503",81,1400,2011,-85.663185,42.97443,520.9335
3299,103992,MOTHER HUBBARD PTY STORE,3151 BRETON RD SE,KENTWOOD,MI,49512,1768,Active,5/22/12,1889391.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,186988,424865.5,459505,493241,324792,1889391.5,"3151 Breton Rd SE, KENTWOOD, MI, 49512",81,4500,1016,-85.60772,42.90615,1889.3915
3370,104076,ALTO LEGION POST 528,6052 LINFIELD SE AVE,ALTO,MI,49302,5101,Active,6/15/12,239685,NA,NA,NA,NA,NA,NA,NA,NA,NA,27572,52610,54454,65333,39716,239685,"6052 Linfield Ave SE, ALTO, MI, 49302",81,12002,2052,-85.382935,42.85564,239.685
3401,104115,K.C. 3104 ACTIVITIES INC,1140 MUSKEGON NW,GRAND RAPIDS,MI,49504,4245,Active,7/24/12,71589,NA,NA,NA,NA,NA,NA,NA,NA,NA,6269,20109,9906,20325,14980,71589,"1140 Muskegon Ave NW, GRAND RAPIDS, MI, 49504",81,1500,3001,-85.68435,42.98403,71.589
3436,104158,BUDDIES LIQUOR,4443 E BRETON RD SE,KENTWOOD,MI,49508,8424,Terminated,7/18/12,890246.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25352,183625.5,354870,207582,118817,890246.5,"4443 Breton Rd SE, KENTWOOD, MI, 49508",81,12701,3003,-85.60641,42.883488,890.2465
3464,104194,CENTURY FOOD & LIQUOR,2026 BOSTON ST,GRAND RAPIDS,MI,49506,4162,Terminated,8/7/12,745915,NA,NA,NA,NA,NA,NA,NA,NA,NA,37800.5,247731,245066.5,192930.5,22386.5,745915,"2026 Boston St SE, GRAND RAPIDS, MI, 49506",81,3400,2001,-85.618614,42.93435,745.915
3468,104202,TIME OUT GR LLC,1820 44TH STREET SW,WYOMING,MI,49519,4250,Terminated,8/7/12,109640.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17856,69931.5,21853,NA,NA,109640.5,"1820 44th St SW, WYOMING, MI, 49519",81,14502,1000,-85.709076,42.884464,109.6405
3476,104214,LAKE MICHIGAN DRIVE BP,2035 LAKE MICHIGAN DRIVE,GRAND RAPIDS,MI,49504,4742,Active,7/11/12,429457.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13121.5,65529.5,98168,117500.5,135138,429457.5,"2035 Lake Michigan Dr NW, GRAND RAPIDS, MI, 49504",81,1800,2013,-85.71795,42.971455,429.4575
3484,104228,MARTINA S & B SINGH FOOD PLAZA,2354 CLYDE PARK AVE SW,GRAND RAPIDS,MI,49509,1545,Terminated,7/14/12,364184.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,49071.5,194722,120391,NA,NA,364184.5,"2354 Clyde Park Ave SW, GRAND RAPIDS, MI, 49509",81,4000,2027,-85.68597,42.921047,364.1845
3496,104242,KS PETROLEUM INC #1,5185 KALAMAZOO AVE SE,KENTWOOD,MI,49508,4825,Terminated,7/31/12,177645.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48807.5,128838,NA,NA,NA,177645.5,"5185 Kalamazoo Ave SE, KENTWOOD, MI, 49508",81,12800,3018,-85.62535,42.86947,177.6455
3515,104265,GRAPEVINE WINE & DELI,1559 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,2007,Active,5/16/13,1164771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145967,348385,387554,282865,1164771,"1559 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2300,2007,-85.63074,42.969975,1164.771
3519,104270,SPORTS CENTER CAFE LLC,3956 - 56TH ST SWSUITE B,WYOMING,MI,49418,8751,Active,8/7/12,318302,NA,NA,NA,NA,NA,NA,NA,NA,NA,9161,56596.5,93444,95205.5,63895,318302,"3956 56th St SW, WYOMING, MI, 49418",81,14501,1016,-85.760956,42.863117,318.302
3526,104277,THE ELBOW ROOM BAR & GRILLE,501 FULLER AVE NE,GRAND RAPIDS,MI,49503,1913,Terminated,8/16/12,236597,NA,NA,NA,NA,NA,NA,NA,NA,NA,34354,202243,NA,NA,NA,236597,"501 Fuller Ave NE, GRAND RAPIDS, MI, 49503",81,2200,1004,-85.63978,42.972317,236.597
3566,104329,MEIJER #605 GAS STATION,4580 IVANREST SW,GRANDVILLE,MI,49418,NA,Active,8/17/12,742574,NA,NA,NA,NA,NA,NA,NA,NA,NA,16230.5,124605.5,197132.5,216229.5,188376,742574,"4580 Ivanrest Ave SW, GRANDVILLE, MI, 49418",81,13200,4021,-85.743225,42.881054,742.574
3621,104394,J D BEVERAGES,5303 ALPINE AVE NW,COMSTOCK PARK,MI,49321,9768,Terminated,10/22/12,218715,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314.5,57498,63586.5,67507,28809,218715,"5303 Alpine Ave NW, COMSTOCK PARK, MI, 49321",81,11401,2021,-85.6901,43.05952,218.715
3625,104399,SMOKE DEPOT 3,1501 WEALTHY ST SE,GRAND RAPIDS,MI,49506,2718,Terminated,10/2/12,14822,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315,10507,NA,NA,NA,14822,"1501 Wealthy St SE, GRAND RAPIDS, MI, 49506",81,2400,2011,-85.63282,42.95553,14.822
3636,104413,HANDY MARKET,4848 18 MILE RD NE,CEDAR SPRINGS,MI,49319,9716,Active,9/25/12,276728.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10017,41328,64996,81186.5,79201,276728.5,"4848 18 Mile Rd NE, CEDAR SPRINGS, MI, 49319",81,10200,2003,-85.54977,43.231762,276.7285
3683,104473,SAMPURAN LLC,1601 EASTERN AVE SE,GRAND RAPIDS,MI,49507,2027,Terminated,10/30/12,366424.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18086.5,348338,NA,NA,NA,366424.5,"1601 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2004,-85.648705,42.934574,366.4245
3720,104518,44TH STREET SHELL,808 44TH ST SW,WYOMING,MI,49509,4414,Active,11/2/12,1776715,NA,NA,NA,NA,NA,NA,NA,NA,NA,14660.5,395352,472751.5,516237,377714,1776715,"808 44th St SW, WYOMING, MI, 49509",81,14502,2000,-85.68477,42.88422,1776.715
3733,104536,SPEEDWAY #7091,6419 BYRON CENTER AVE,BYRON CENTER,MI,49315,8837,Active,10/31/12,899993.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2733.5,219271,232392,227955,217642,899993.5,"6419 Byron Center Ave SW, BYRON CENTER, MI, 49315",81,14601,1036,-85.723015,42.84835,899.9935
3741,104548,4 MILE LIQUOR,3587 ALPINE NW,WALKER,MI,49544,1635,Active,12/28/12,366130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56534.5,111857.5,108121,89617,366130,"3587 Alpine Ave NW, WALKER, MI, 49544",81,11500,4000,-85.6894,43.02898,366.13
3767,104574,WILD BILLS TOBACCO/GRD RPDS II,4236 KALAMAZOO AVE SESUITE A,GRAND RAPIDS,MI,49508,3690,Terminated,12/19/12,25045.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16581,8464.5,NA,NA,25045.5,"4236 Kalamazoo Ave SE, GRAND RAPIDS, MI, 49508",81,4500,5022,-85.62609,42.886135,25.0455
3780,104587,WILD BILL'S TOBACCO/GRD RPDS I,2505 ALPINE AVE NWSTE C,GRAND RAPIDS,MI,49544,1958,Terminated,3/6/13,23854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12947.5,10906.5,NA,NA,23854,"2505 Alpine Ave NW, GRAND RAPIDS, MI, 49544",81,11500,2006,-85.688705,43.00889,23.854
3783,104592,BEER : 30 PUB & GRILL LLC,4322 REMEMBRANCE NW RD,WALKER,MI,49534,1194,Active,3/15/13,882450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144559,327621,249278,160992,882450,"4322 Remembrance Rd NW, WALKER, MI, 49534",81,11600,5011,-85.77551,43.00731,882.45
3796,104605,FOREST HILLS FUEL,4608 CASCADE RD SE,GRAND RAPIDS,MI,49546,3718,Active,12/28/12,1295692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233024,364146.5,371368,327153.5,1295692,"4608 Cascade Rd SE, GRAND RAPIDS, MI, 49546",81,11804,1019,-85.55534,42.94606,1295.692
3803,104613,WILD BILLS TOBACCO OF KENTWOOD,2911 28TH ST SE,KENTWOOD,MI,49512,1624,Terminated,3/12/13,14063.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14063.5,NA,NA,NA,14063.5,"2911 28th St SE, KENTWOOD, MI, 49512",81,4400,4000,-85.59403,42.912575,14.0635
3811,104625,MISS TRACY,1043 FRANKLIN ST SE,GRAND RAPIDS,MI,49507,1327,Active,5/9/13,1255664.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171640,406057.5,445653.5,232313.5,1255664.5,"1043 Franklin St SE, GRAND RAPIDS, MI, 49507",81,3200,2012,-85.642845,42.94833,1255.6645
3820,104638,OUR FOOD MARKET,423 WEBSTER NW,GRAND RAPIDS,MI,49504,3238,Active,2/8/13,329205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56077.5,132577,77543,63008,329205.5,"423 Webster St NW, GRAND RAPIDS, MI, 49504",81,800,1025,-85.67849,42.989918,329.2055
3832,104652,HARRY'S CORNER,791 32ND STREET SE,WYOMING,MI,49548,NA,Active,12/18/12,1220260.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265575.5,327957.5,345226.5,281501,1220260.5,"791 32nd St SE, WYOMING, MI, 49548",81,14200,1000,-85.648834,42.905617,1220.2605
3834,104654,LAST CHANCE TAVERN,1132 BURTON SE,GRAND RAPIDS,MI,49507,3326,Terminated,12/20/12,110083.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100670.5,9413,NA,NA,110083.5,"1132 Burton St SE, GRAND RAPIDS, MI, 49507",81,4200,1004,-85.63964,42.927204,110.0835
3883,104716,SJ GAS INC,7061 S DIVISION AVE,GRAND RAPIDS,MI,49548,NA,Terminated,1/18/13,52785.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52785.5,NA,NA,NA,52785.5,"7061 S Division Ave, GRAND RAPIDS, MI, 49548",81,14701,3050,-85.66366,42.835793,52.7855
